"","Site","State","Tideshed","Acres","Hectares","Treatment","Age_2021","Runnel_Install","Image_Date","UVVR","Timeline","UVVR_Earliest","Veg_Area","Veg_Earliest","Veg_Percent","Veg_PChange","Tideshed_ID","Timeline.Baseline","UVVR.Baseline","BaselineCondition"
"331","Middlebridge","RI",4,0.65,0.263,"No Action",5,2016,2010,0.063,-6,0.063,0.248,0.248,94.2965779467681,NA,"85",0,0.076,"Healthy"
"332","Middlebridge","RI",4,0.65,0.263,"No Action",5,2016,2012,0.035,-4,0.063,0.254,0.248,96.5779467680608,2.28,"85",0,0.076,"Healthy"
"333","Middlebridge","RI",4,0.65,0.263,"No Action",5,2016,2014,0.064,-2,0.063,0.247,0.248,93.9163498098859,-0.38,"85",0,0.076,"Healthy"
"334","Middlebridge","RI",4,0.65,0.263,"No Action",5,2016,2016,0.076,0,0.063,0.245,0.248,93.1558935361217,-1.14,"85",0,0.076,"Healthy"
"335","Middlebridge","RI",4,0.65,0.263,"No Action",5,2016,2018,0.086,2,0.063,0.243,0.248,92.3954372623574,-1.9,"85",0,0.076,"Healthy"
"336","Middlebridge","RI",4,0.65,0.263,"No Action",5,2016,2021,0.128,5,0.063,0.233,0.248,88.5931558935361,-5.7,"85",0,0.076,"Healthy"
"337","Middlebridge","RI",5,2.49,1.008,"Runnel",5,2016,2010,0.167,-6,0.167,0.864,0.864,85.7142857142857,NA,"86",0,0.125,"Healthy"
"338","Middlebridge","RI",5,2.49,1.008,"Runnel",5,2016,2012,0.146,-4,0.167,0.88,0.864,87.3015873015873,1.59,"86",0,0.125,"Healthy"
"339","Middlebridge","RI",5,2.49,1.008,"Runnel",5,2016,2014,0.367,-2,0.167,0.738,0.864,73.2142857142857,-12.5,"86",0,0.125,"Healthy"
"340","Middlebridge","RI",5,2.49,1.008,"Runnel",5,2016,2016,0.125,0,0.167,0.896,0.864,88.8888888888889,3.17,"86",0,0.125,"Healthy"
"341","Middlebridge","RI",5,2.49,1.008,"Runnel",5,2016,2018,0.03,2,0.167,0.979,0.864,97.1230158730159,11.41,"86",0,0.125,"Healthy"
"342","Middlebridge","RI",5,2.49,1.008,"Runnel",5,2016,2021,0.036,5,0.167,0.974,0.864,96.6269841269841,10.91,"86",0,0.125,"Healthy"
"343","Middlebridge","RI",6,2.17,0.879,"No Action",5,2016,2010,0.083,-6,0.083,0.812,0.812,92.3777019340159,NA,"87",0,0.104,"Healthy"
"344","Middlebridge","RI",6,2.17,0.879,"No Action",5,2016,2012,0.058,-4,0.083,0.831,0.812,94.5392491467577,2.16,"87",0,0.104,"Healthy"
"345","Middlebridge","RI",6,2.17,0.879,"No Action",5,2016,2014,0.105,-2,0.083,0.795,0.812,90.4436860068259,-1.93,"87",0,0.104,"Healthy"
"346","Middlebridge","RI",6,2.17,0.879,"No Action",5,2016,2016,0.104,0,0.083,0.796,0.812,90.5574516496018,-1.82,"87",0,0.104,"Healthy"
"347","Middlebridge","RI",6,2.17,0.879,"No Action",5,2016,2018,0.061,2,0.083,0.828,0.812,94.19795221843,1.82,"87",0,0.104,"Healthy"
"348","Middlebridge","RI",6,2.17,0.879,"No Action",5,2016,2021,0.07,5,0.083,0.821,0.812,93.4015927189989,1.02,"87",0,0.104,"Healthy"
"349","Middlebridge","RI",7,2.51,1.017,"No Action",5,2016,2010,0.334,-6,0.334,0.762,0.762,74.9262536873157,NA,"88",0,0.273,"Degraded"
"350","Middlebridge","RI",7,2.51,1.017,"No Action",5,2016,2012,0.324,-4,0.334,0.768,0.762,75.5162241887906,0.59,"88",0,0.273,"Degraded"
"351","Middlebridge","RI",7,2.51,1.017,"No Action",5,2016,2014,0.324,-2,0.334,0.768,0.762,75.5162241887906,0.59,"88",0,0.273,"Degraded"
"352","Middlebridge","RI",7,2.51,1.017,"No Action",5,2016,2016,0.273,0,0.334,0.798,0.762,78.4660766961652,3.54,"88",0,0.273,"Degraded"
"353","Middlebridge","RI",7,2.51,1.017,"No Action",5,2016,2018,0.287,2,0.334,0.79,0.762,77.6794493608653,2.75,"88",0,0.273,"Degraded"
"354","Middlebridge","RI",7,2.51,1.017,"No Action",5,2016,2021,0.33,5,0.334,0.764,0.762,75.1229105211406,0.2,"88",0,0.273,"Degraded"
"355","Middlebridge","RI",8,1.33,0.539,"No Action",5,2016,2010,0.026,-6,0.026,0.525,0.525,97.4025974025974,NA,"89",0,0.03,"Healthy"
"356","Middlebridge","RI",8,1.33,0.539,"No Action",5,2016,2012,0.04,-4,0.026,0.518,0.525,96.1038961038961,-1.3,"89",0,0.03,"Healthy"
"357","Middlebridge","RI",8,1.33,0.539,"No Action",5,2016,2014,0.027,-2,0.026,0.524,0.525,97.2170686456401,-0.19,"89",0,0.03,"Healthy"
"358","Middlebridge","RI",8,1.33,0.539,"No Action",5,2016,2016,0.03,0,0.026,0.523,0.525,97.0315398886827,-0.37,"89",0,0.03,"Healthy"
"359","Middlebridge","RI",8,1.33,0.539,"No Action",5,2016,2018,0.019,2,0.026,0.529,0.525,98.1447124304267,0.74,"89",0,0.03,"Healthy"
"360","Middlebridge","RI",8,1.33,0.539,"No Action",5,2016,2021,0.038,5,0.026,0.519,0.525,96.2894248608534,-1.11,"89",0,0.03,"Healthy"
"361","Moody Marsh","ME",2,2.896,1.173,"No Action",10,2011,2011,0.393,0,0.393,0.843,0.843,71.8670076726343,NA,"90",0,0.393,"Degraded"
"362","Moody Marsh","ME",2,2.896,1.173,"No Action",10,2011,2013,0.436,2,0.393,0.818,0.843,69.7357203751066,-2.13,"90",0,0.393,"Degraded"
"363","Moody Marsh","ME",2,2.896,1.173,"No Action",10,2011,2015,0.41,4,0.393,0.833,0.843,71.0144927536232,-0.85,"90",0,0.393,"Degraded"
"364","Moody Marsh","ME",2,2.896,1.173,"No Action",10,2011,2018,0.442,7,0.393,0.815,0.843,69.4799658994032,-2.39,"90",0,0.393,"Degraded"
"365","Moody Marsh","ME",3,7.112,2.88,"Runnel",10,2011,2011,0.271,0,0.271,2.266,2.266,78.6805555555556,NA,"91",0,0.271,"Degraded"
"366","Moody Marsh","ME",3,7.112,2.88,"Runnel",10,2011,2013,0.209,2,0.271,2.381,2.266,82.6736111111111,3.99,"91",0,0.271,"Degraded"
"367","Moody Marsh","ME",3,7.112,2.88,"Runnel",10,2011,2015,0.231,4,0.271,2.338,2.266,81.1805555555556,2.5,"91",0,0.271,"Degraded"
"368","Moody Marsh","ME",3,7.112,2.88,"Runnel",10,2011,2018,0.192,7,0.271,2.416,2.266,83.8888888888889,5.21,"91",0,0.271,"Degraded"
"369","Moody Marsh","ME",5,4.421,1.791,"No Action",10,2011,2011,0.201,0,0.201,1.491,1.491,83.249581239531,NA,"92",0,0.201,"Degraded"
"370","Moody Marsh","ME",5,4.421,1.791,"No Action",10,2011,2013,0.227,2,0.201,1.459,1.491,81.462869905081,-1.79,"92",0,0.201,"Degraded"
"371","Moody Marsh","ME",5,4.421,1.791,"No Action",10,2011,2015,0.231,4,0.201,1.454,1.491,81.1836962590731,-2.07,"92",0,0.201,"Degraded"
"372","Moody Marsh","ME",5,4.421,1.791,"No Action",10,2011,2018,0.311,7,0.201,1.365,1.491,76.214405360134,-7.04,"92",0,0.201,"Degraded"
"373","Moody Marsh","ME",6,6.99,2.831,"No Action",10,2011,2011,0.436,0,0.436,1.971,1.971,69.6220416813847,NA,"93",0,0.436,"Degraded"
"374","Moody Marsh","ME",6,6.99,2.831,"No Action",10,2011,2013,0.439,2,0.436,1.968,1.971,69.516072059343,-0.11,"93",0,0.436,"Degraded"
"375","Moody Marsh","ME",6,6.99,2.831,"No Action",10,2011,2015,0.428,4,0.436,1.982,1.971,70.0105969622042,0.39,"93",0,0.436,"Degraded"
"376","Moody Marsh","ME",6,6.99,2.831,"No Action",10,2011,2018,0.552,7,0.436,1.824,1.971,64.4295302013423,-5.19,"93",0,0.436,"Degraded"
"377","Moody Marsh","ME",7,7.362,2.982,"No Action",10,2011,2011,0.182,0,0.182,2.523,2.523,84.6076458752515,NA,"94",0,0.182,"Degraded"
"378","Moody Marsh","ME",7,7.362,2.982,"No Action",10,2011,2013,0.195,2,0.182,2.495,2.523,83.6686787391013,-0.94,"94",0,0.182,"Degraded"
"379","Moody Marsh","ME",7,7.362,2.982,"No Action",10,2011,2015,0.212,4,0.182,2.459,2.523,82.4614352783367,-2.15,"94",0,0.182,"Degraded"
"380","Moody Marsh","ME",7,7.362,2.982,"No Action",10,2011,2018,0.244,7,0.182,2.397,2.523,80.3822937625754,-4.23,"94",0,0.182,"Degraded"
"381","Moody Marsh","ME",8,4.54,1.839,"No Action",10,2011,2011,0.202,0,0.202,1.53,1.53,83.1973898858075,NA,"95",0,0.202,"Degraded"
"382","Moody Marsh","ME",8,4.54,1.839,"No Action",10,2011,2013,0.242,2,0.202,1.481,1.53,80.5328983143013,-2.66,"95",0,0.202,"Degraded"
"383","Moody Marsh","ME",8,4.54,1.839,"No Action",10,2011,2015,0.241,4,0.202,1.481,1.53,80.5328983143013,-2.66,"95",0,0.202,"Degraded"
"384","Moody Marsh","ME",8,4.54,1.839,"No Action",10,2011,2018,0.37,7,0.202,1.342,1.53,72.9744426318652,-10.22,"95",0,0.202,"Degraded"
"385","Moody Marsh","ME",9,1.448,0.587,"No Action",10,2011,2011,0.133,0,0.133,0.518,0.518,88.2453151618399,NA,"96",0,0.133,"Degraded"
"386","Moody Marsh","ME",9,1.448,0.587,"No Action",10,2011,2013,0.2,2,0.133,0.49,0.518,83.4752981260647,-4.77,"96",0,0.133,"Degraded"
"387","Moody Marsh","ME",9,1.448,0.587,"No Action",10,2011,2015,0.204,4,0.133,0.488,0.518,83.1345826235094,-5.11,"96",0,0.133,"Degraded"
"388","Moody Marsh","ME",9,1.448,0.587,"No Action",10,2011,2018,0.28,7,0.133,0.459,0.518,78.1942078364566,-10.05,"96",0,0.133,"Degraded"
"389","Moody Marsh","ME",10,4.529,1.834,"No Action",10,2011,2011,0.033,0,0.033,1.776,1.776,96.8375136314068,NA,"97",0,0.033,"Healthy"
"390","Moody Marsh","ME",10,4.529,1.834,"No Action",10,2011,2013,0.045,2,0.033,1.756,1.776,95.7470010905125,-1.09,"97",0,0.033,"Healthy"
"391","Moody Marsh","ME",10,4.529,1.834,"No Action",10,2011,2015,0.055,4,0.033,1.739,1.776,94.8200654307525,-2.02,"97",0,0.033,"Healthy"
"392","Moody Marsh","ME",10,4.529,1.834,"No Action",10,2011,2018,0.111,7,0.033,1.652,1.776,90.0763358778626,-6.76,"97",0,0.033,"Healthy"
"393","Moody Marsh","ME",11,5.183,2.099,"No Action",10,2011,2011,0.751,0,0.751,1.198,1.198,57.0747975226298,NA,"98",0,0.751,"Degraded"
"394","Moody Marsh","ME",11,5.183,2.099,"No Action",10,2011,2013,0.986,2,0.751,1.056,1.198,50.3096712720343,-6.77,"98",0,0.751,"Degraded"
"395","Moody Marsh","ME",11,5.183,2.099,"No Action",10,2011,2015,1.007,4,0.751,1.045,1.198,49.7856121962839,-7.29,"98",0,0.751,"Degraded"
"396","Moody Marsh","ME",11,5.183,2.099,"No Action",10,2011,2018,1.412,7,0.751,0.87,1.198,41.4483087184373,-15.63,"98",0,0.751,"Degraded"
"397","Moody Marsh","ME",13,6.378,2.583,"Reference",10,2011,2011,0.068,0,0.068,2.419,2.419,93.6507936507936,NA,"99",0,0.068,"Healthy"
"398","Moody Marsh","ME",13,6.378,2.583,"Reference",10,2011,2013,0.077,2,0.068,2.398,2.419,92.8377855207123,-0.81,"99",0,0.068,"Healthy"
"399","Moody Marsh","ME",13,6.378,2.583,"Reference",10,2011,2015,0.073,4,0.068,2.408,2.419,93.2249322493225,-0.43,"99",0,0.068,"Healthy"
"400","Moody Marsh","ME",13,6.378,2.583,"Reference",10,2011,2018,0.12,7,0.068,2.308,2.419,89.3534649632211,-4.3,"99",0,0.068,"Healthy"
"401","Narrow River","RI",3,11.111,4.5,"Runnel",5,2016,2010,0.592,-6,0.592,2.826,2.826,62.8,NA,"100",0,0.64,"Degraded"
"402","Narrow River","RI",3,11.111,4.5,"Runnel",5,2016,2012,0.48,-4,0.592,3.04,2.826,67.5555555555556,4.76,"100",0,0.64,"Degraded"
"403","Narrow River","RI",3,11.111,4.5,"Runnel",5,2016,2014,0.556,-2,0.592,2.891,2.826,64.2444444444445,1.44,"100",0,0.64,"Degraded"
"404","Narrow River","RI",3,11.111,4.5,"Runnel",5,2016,2016,0.64,0,0.592,2.744,2.826,60.9777777777778,-1.82,"100",0,0.64,"Degraded"
"405","Narrow River","RI",3,11.111,4.5,"Runnel",5,2016,2018,0.532,2,0.592,2.937,2.826,65.2666666666667,2.47,"100",0,0.64,"Degraded"
"406","Narrow River","RI",3,11.111,4.5,"Runnel",5,2016,2021,0.486,5,0.592,3.027,2.826,67.2666666666667,4.47,"100",0,0.64,"Degraded"
"407","Narrow River","RI",4,3.716,1.505,"Reference",5,2016,2010,0.006,-6,0.006,1.495,1.495,99.3355481727575,NA,"101",0,0.036,"Healthy"
"408","Narrow River","RI",4,3.716,1.505,"Reference",5,2016,2012,0.005,-4,0.006,1.497,1.495,99.468438538206,0.13,"101",0,0.036,"Healthy"
"409","Narrow River","RI",4,3.716,1.505,"Reference",5,2016,2014,0.01,-2,0.006,1.491,1.495,99.0697674418605,-0.27,"101",0,0.036,"Healthy"
"410","Narrow River","RI",4,3.716,1.505,"Reference",5,2016,2016,0.036,0,0.006,1.452,1.495,96.4784053156146,-2.86,"101",0,0.036,"Healthy"
"411","Narrow River","RI",4,3.716,1.505,"Reference",5,2016,2018,0.045,2,0.006,1.44,1.495,95.6810631229236,-3.65,"101",0,0.036,"Healthy"
"412","Narrow River","RI",4,3.716,1.505,"Reference",5,2016,2021,0.04,5,0.006,1.448,1.495,96.2126245847176,-3.12,"101",0,0.036,"Healthy"
"413","Narrow River","RI",8,8.139,3.296,"No Action",5,2016,2010,0.179,-6,0.179,2.795,2.795,84.7997572815534,NA,"102",0,0.218,"Degraded"
"414","Narrow River","RI",8,8.139,3.296,"No Action",5,2016,2012,0.133,-4,0.179,2.911,2.795,88.3191747572816,3.52,"102",0,0.218,"Degraded"
"415","Narrow River","RI",8,8.139,3.296,"No Action",5,2016,2014,0.157,-2,0.179,2.848,2.795,86.4077669902913,1.61,"102",0,0.218,"Degraded"
"416","Narrow River","RI",8,8.139,3.296,"No Action",5,2016,2016,0.218,0,0.179,2.707,2.795,82.129854368932,-2.67,"102",0,0.218,"Degraded"
"417","Narrow River","RI",8,8.139,3.296,"No Action",5,2016,2018,0.224,2,0.179,2.694,2.795,81.7354368932039,-3.06,"102",0,0.218,"Degraded"
"418","Narrow River","RI",8,8.139,3.296,"No Action",5,2016,2021,0.302,5,0.179,2.533,2.795,76.8507281553398,-7.95,"102",0,0.218,"Degraded"
"419","Old Town Hill","MA",3,5.76,2.335,"Reference",0,2021,2012,0.017,-9,0.017,2.296,2.296,98.3297644539615,NA,"105",0,0.053,"Healthy"
"420","Old Town Hill","MA",3,5.76,2.335,"Reference",0,2021,2014,0.018,-7,0.017,2.294,2.296,98.2441113490364,-0.09,"105",0,0.053,"Healthy"
"421","Old Town Hill","MA",3,5.76,2.335,"Reference",0,2021,2016,0.044,-5,0.017,2.236,2.296,95.7601713062099,-2.57,"105",0,0.053,"Healthy"
"422","Old Town Hill","MA",3,5.76,2.335,"Reference",0,2021,2018,0.024,-3,0.017,2.28,2.296,97.644539614561,-0.69,"105",0,0.053,"Healthy"
"423","Old Town Hill","MA",3,5.76,2.335,"Reference",0,2021,2021,0.053,0,0.017,2.218,2.296,94.9892933618844,-3.34,"105",0,0.053,"Healthy"
"424","Old Town Hill","MA",6,5.98,2.042,"Reference",0,2021,2012,0.021,-9,0.021,1.999,1.999,97.8942213516161,NA,"108",0,0.054,"Healthy"
"425","Old Town Hill","MA",6,5.98,2.042,"Reference",0,2021,2014,0.022,-7,0.021,1.997,1.999,97.796278158668,-0.1,"108",0,0.054,"Healthy"
"426","Old Town Hill","MA",6,5.98,2.042,"Reference",0,2021,2016,0.043,-5,0.021,1.958,1.999,95.8863858961802,-2.01,"108",0,0.054,"Healthy"
"427","Old Town Hill","MA",6,5.98,2.042,"Reference",0,2021,2018,0.023,-3,0.021,1.995,1.999,97.6983349657199,-0.2,"108",0,0.054,"Healthy"
"428","Old Town Hill","MA",6,5.98,2.042,"Reference",0,2021,2021,0.054,0,0.021,1.936,1.999,94.8090107737512,-3.09,"108",0,0.054,"Healthy"
"429","Old Town Hill","MA",7,2.386,2.142,"No Action",0,2021,2012,0.104,-9,0.104,1.94,1.94,90.5695611577965,NA,"109",0,0.119,"Healthy"
"430","Old Town Hill","MA",7,2.386,2.142,"No Action",0,2021,2014,0.108,-7,0.104,1.932,1.94,90.1960784313726,-0.37,"109",0,0.119,"Healthy"
"431","Old Town Hill","MA",7,2.386,2.142,"No Action",0,2021,2016,0.105,-5,0.104,1.939,1.94,90.5228758169935,-0.05,"109",0,0.119,"Healthy"
"432","Old Town Hill","MA",7,2.386,2.142,"No Action",0,2021,2018,0.103,-3,0.104,1.941,1.94,90.6162464985995,0.05,"109",0,0.119,"Healthy"
"433","Old Town Hill","MA",7,2.386,2.142,"No Action",0,2021,2021,0.119,0,0.104,1.914,1.94,89.3557422969188,-1.21,"109",0,0.119,"Healthy"
"434","Old Town Hill","MA",9,5.609,0.65,"No Action",0,2021,2012,0.659,-9,0.659,0.392,0.392,60.3076923076923,NA,"111",0,0.676,"Degraded"
"435","Old Town Hill","MA",9,5.609,0.65,"No Action",0,2021,2014,0.771,-7,0.659,0.367,0.392,56.4615384615385,-3.85,"111",0,0.676,"Degraded"
"436","Old Town Hill","MA",9,5.609,0.65,"No Action",0,2021,2016,0.727,-5,0.659,0.376,0.392,57.8461538461538,-2.46,"111",0,0.676,"Degraded"
"437","Old Town Hill","MA",9,5.609,0.65,"No Action",0,2021,2018,0.701,-3,0.659,0.382,0.392,58.7692307692308,-1.54,"111",0,0.676,"Degraded"
"438","Old Town Hill","MA",9,5.609,0.65,"No Action",0,2021,2021,0.676,0,0.659,0.388,0.392,59.6923076923077,-0.62,"111",0,0.676,"Degraded"
"439","Old Town Hill","MA",10,1.275,1.884,"No Action",0,2021,2012,0.207,-9,0.207,1.561,1.561,82.8556263269639,NA,"112",0,0.257,"Degraded"
"440","Old Town Hill","MA",10,1.275,1.884,"No Action",0,2021,2014,0.216,-7,0.207,1.55,1.561,82.2717622080679,-0.58,"112",0,0.257,"Degraded"
"441","Old Town Hill","MA",10,1.275,1.884,"No Action",0,2021,2016,0.207,-5,0.207,1.561,1.561,82.8556263269639,0,"112",0,0.257,"Degraded"
"442","Old Town Hill","MA",10,1.275,1.884,"No Action",0,2021,2018,0.207,-3,0.207,1.562,1.561,82.9087048832272,0.05,"112",0,0.257,"Degraded"
"443","Old Town Hill","MA",10,1.275,1.884,"No Action",0,2021,2021,0.257,0,0.207,1.499,1.561,79.5647558386412,-3.29,"112",0,0.257,"Degraded"
"444","Old Town Hill","MA",14,2.126,0.862,"Reference",0,2021,2012,0.022,-9,0.022,0.843,0.843,97.7958236658933,NA,"116",0,0.042,"Healthy"
"445","Old Town Hill","MA",14,2.126,0.862,"Reference",0,2021,2014,0.031,-7,0.022,0.836,0.843,96.9837587006961,-0.81,"116",0,0.042,"Healthy"
"446","Old Town Hill","MA",14,2.126,0.862,"Reference",0,2021,2016,0.045,-5,0.022,0.825,0.843,95.707656612529,-2.09,"116",0,0.042,"Healthy"
"447","Old Town Hill","MA",14,2.126,0.862,"Reference",0,2021,2018,0.038,-3,0.022,0.83,0.843,96.2877030162413,-1.51,"116",0,0.042,"Healthy"
"448","Old Town Hill","MA",14,2.126,0.862,"Reference",0,2021,2021,0.042,0,0.022,0.827,0.843,95.9396751740139,-1.86,"116",0,0.042,"Healthy"
"449","Old Town Hill","MA",15,3.612,1.464,"Runnel",0,2021,2012,0.089,-9,0.089,1.344,1.344,91.8032786885246,NA,"117",0,0.152,"Degraded"
"450","Old Town Hill","MA",15,3.612,1.464,"Runnel",0,2021,2014,0.087,-7,0.089,1.346,1.344,91.9398907103825,0.14,"117",0,0.152,"Degraded"
"451","Old Town Hill","MA",15,3.612,1.464,"Runnel",0,2021,2016,0.1,-5,0.089,1.331,1.344,90.9153005464481,-0.89,"117",0,0.152,"Degraded"
"452","Old Town Hill","MA",15,3.612,1.464,"Runnel",0,2021,2018,0.112,-3,0.089,1.316,1.344,89.8907103825137,-1.91,"117",0,0.152,"Degraded"
"453","Old Town Hill","MA",15,3.612,1.464,"Runnel",0,2021,2021,0.152,0,0.089,1.271,1.344,86.8169398907104,-4.99,"117",0,0.152,"Degraded"
"454","Old Town Hill","MA",16,4.918,1.993,"Runnel",0,2021,2012,0.048,-9,0.048,1.902,1.902,95.4340190667336,NA,"118",0,0.13,"Degraded"
"455","Old Town Hill","MA",16,4.918,1.993,"Runnel",0,2021,2014,0.053,-7,0.048,1.893,1.902,94.982438534872,-0.45,"118",0,0.13,"Degraded"
"456","Old Town Hill","MA",16,4.918,1.993,"Runnel",0,2021,2016,0.063,-5,0.048,1.876,1.902,94.1294530858003,-1.3,"118",0,0.13,"Degraded"
"457","Old Town Hill","MA",16,4.918,1.993,"Runnel",0,2021,2018,0.063,-3,0.048,1.875,1.902,94.079277471149,-1.35,"118",0,0.13,"Degraded"
"458","Old Town Hill","MA",16,4.918,1.993,"Runnel",0,2021,2021,0.13,0,0.048,1.763,1.902,88.4596086302057,-6.97,"118",0,0.13,"Degraded"
"459","Old Town Hill","MA",17,3.622,1.468,"Runnel",0,2021,2012,0.049,-9,0.049,1.399,1.399,95.299727520436,NA,"119",0,0.071,"Healthy"
"460","Old Town Hill","MA",17,3.622,1.468,"Runnel",0,2021,2014,0.059,-7,0.049,1.386,1.399,94.4141689373297,-0.89,"119",0,0.071,"Healthy"
"461","Old Town Hill","MA",17,3.622,1.468,"Runnel",0,2021,2016,0.052,-5,0.049,1.396,1.399,95.0953678474114,-0.2,"119",0,0.071,"Healthy"
"462","Old Town Hill","MA",17,3.622,1.468,"Runnel",0,2021,2018,0.062,-3,0.049,1.383,1.399,94.2098092643052,-1.09,"119",0,0.071,"Healthy"
"463","Old Town Hill","MA",17,3.622,1.468,"Runnel",0,2021,2021,0.071,0,0.049,1.37,1.399,93.3242506811989,-1.98,"119",0,0.071,"Healthy"
"464","Old Town Hill","MA",18,3.12,1.806,"Runnel",0,2021,2012,0.265,-9,0.265,1.427,1.427,79.0143964562569,NA,"120",0,0.28,"Degraded"
"465","Old Town Hill","MA",18,3.12,1.806,"Runnel",0,2021,2014,0.275,-7,0.265,1.416,1.427,78.4053156146179,-0.61,"120",0,0.28,"Degraded"
"466","Old Town Hill","MA",18,3.12,1.806,"Runnel",0,2021,2016,0.227,-5,0.265,1.472,1.427,81.5060908084164,2.49,"120",0,0.28,"Degraded"
"467","Old Town Hill","MA",18,3.12,1.806,"Runnel",0,2021,2018,0.386,-3,0.265,1.302,1.427,72.093023255814,-6.92,"120",0,0.28,"Degraded"
"468","Old Town Hill","MA",18,3.12,1.806,"Runnel",0,2021,2021,0.28,0,0.265,1.411,1.427,78.1284606866002,-0.89,"120",0,0.28,"Degraded"
"469","Old Town Hill","MA",19,2.233,1.813,"Runnel",0,2021,2012,0.329,-9,0.329,1.364,1.364,75.234418091561,NA,"121",0,0.52,"Degraded"
"470","Old Town Hill","MA",19,2.233,1.813,"Runnel",0,2021,2014,0.372,-7,0.329,1.321,1.364,72.8626585769443,-2.37,"121",0,0.52,"Degraded"
"471","Old Town Hill","MA",19,2.233,1.813,"Runnel",0,2021,2016,0.326,-5,0.329,1.368,1.364,75.4550468836183,0.22,"121",0,0.52,"Degraded"
"472","Old Town Hill","MA",19,2.233,1.813,"Runnel",0,2021,2018,0.534,-3,0.329,1.182,1.364,65.1958080529509,-10.04,"121",0,0.52,"Degraded"
"473","Old Town Hill","MA",19,2.233,1.813,"Runnel",0,2021,2021,0.52,0,0.329,1.193,1.364,65.8025372311087,-9.43,"121",0,0.52,"Degraded"
"474","Old Town Hill","MA",20,1.33,1.265,"No Action",0,2021,2012,0.136,-9,0.136,1.113,1.113,87.9841897233202,NA,"122",0,0.16,"Degraded"
"475","Old Town Hill","MA",20,1.33,1.265,"No Action",0,2021,2014,0.175,-7,0.136,1.077,1.113,85.1383399209486,-2.85,"122",0,0.16,"Degraded"
"476","Old Town Hill","MA",20,1.33,1.265,"No Action",0,2021,2016,0.165,-5,0.136,1.085,1.113,85.7707509881423,-2.21,"122",0,0.16,"Degraded"
"477","Old Town Hill","MA",20,1.33,1.265,"No Action",0,2021,2018,0.166,-3,0.136,1.085,1.113,85.7707509881423,-2.21,"122",0,0.16,"Degraded"
"478","Old Town Hill","MA",20,1.33,1.265,"No Action",0,2021,2021,0.16,0,0.136,1.09,1.113,86.1660079051384,-1.82,"122",0,0.16,"Degraded"
"479","Old Town Hill","MA",21,4.474,0.905,"Reference",0,2021,2012,0.03,-9,0.03,0.879,0.879,97.1270718232044,NA,"123",0,0.039,"Healthy"
"480","Old Town Hill","MA",21,4.474,0.905,"Reference",0,2021,2014,0.027,-7,0.03,0.881,0.879,97.3480662983425,0.22,"123",0,0.039,"Healthy"
"481","Old Town Hill","MA",21,4.474,0.905,"Reference",0,2021,2016,0.021,-5,0.03,0.887,0.879,98.0110497237569,0.88,"123",0,0.039,"Healthy"
"482","Old Town Hill","MA",21,4.474,0.905,"Reference",0,2021,2018,0.03,-3,0.03,0.879,0.879,97.1270718232044,0,"123",0,0.039,"Healthy"
"483","Old Town Hill","MA",21,4.474,0.905,"Reference",0,2021,2021,0.039,0,0.03,0.872,0.879,96.353591160221,-0.77,"123",0,0.039,"Healthy"
"484","Old Town Hill","MA",22,4.455,0.539,"Runnel",0,2021,2012,0.104,-9,0.104,0.488,0.488,90.5380333951762,NA,"124",0,0.075,"Healthy"
"485","Old Town Hill","MA",22,4.455,0.539,"Runnel",0,2021,2014,0.112,-7,0.104,0.485,0.488,89.9814471243043,-0.56,"124",0,0.075,"Healthy"
"486","Old Town Hill","MA",22,4.455,0.539,"Runnel",0,2021,2016,0.076,-5,0.104,0.501,0.488,92.9499072356215,2.41,"124",0,0.075,"Healthy"
"487","Old Town Hill","MA",22,4.455,0.539,"Runnel",0,2021,2018,0.087,-3,0.104,0.496,0.488,92.0222634508349,1.48,"124",0,0.075,"Healthy"
"488","Old Town Hill","MA",22,4.455,0.539,"Runnel",0,2021,2021,0.075,0,0.104,0.501,0.488,92.9499072356215,2.41,"124",0,0.075,"Healthy"
"489","Pine Island","MA",5,18.073,7.32,"No Action",6,2015,2010,0.252,-5,0.252,5.847,5.847,79.8770491803279,NA,"125",-1,0.193,"Degraded"
"490","Pine Island","MA",5,18.073,7.32,"No Action",6,2015,2012,0.195,-3,0.252,6.123,5.847,83.6475409836066,3.77,"125",-1,0.193,"Degraded"
"491","Pine Island","MA",5,18.073,7.32,"No Action",6,2015,2014,0.193,-1,0.252,6.134,5.847,83.7978142076503,3.92,"125",-1,0.193,"Degraded"
"492","Pine Island","MA",5,18.073,7.32,"No Action",6,2015,2016,0.221,1,0.252,5.995,5.847,81.8989071038251,2.02,"125",-1,0.193,"Degraded"
"493","Pine Island","MA",5,18.073,7.32,"No Action",6,2015,2018,0.248,3,0.252,5.863,5.847,80.0956284153006,0.22,"125",-1,0.193,"Degraded"
"494","Pine Island","MA",5,18.073,7.32,"No Action",6,2015,2021,0.244,6,0.252,5.883,5.847,80.3688524590164,0.49,"125",-1,0.193,"Degraded"
"495","Pine Island","MA",6,26.048,10.549,"Runnel",6,2015,2010,0.517,-5,0.517,6.956,6.956,65.9398995165419,NA,"126",-1,0.544,"Degraded"
